"plot_id","dataset_id","plot_name","prinv","other_authors","country_iso3","latitude","longitude","plot_area","plot_length","plot_width","plot_radius","plot_shape","min_diam_thresh","tree_diff","network","dat_source","continent","precise_loc","other_people","default_pom","has_mode","date_res","all_dates","min_census","max_census","census_period","n_census","multi_census","per_height","has_height_ge50per","wd_region","region","teow_ecoregion","teow_biome","teow_biome_short","tdwg_l2","chaveE","kyle_prinv_group","kyle_veg_broad","kyle_veg_class","kyle_veg_narrow","kyle_veg_group","kyle_data_use_group_notes","kyle_data_use_group","kyle_veg_fs","fp_biogeographical_region","fp_plot_area_location","fp_forest_elevation","fp_forest_edaphic_type","fp_forest_composition","fp_forest_status","fp_forest_moisture","fp_plot_id","elev_srtm","prot_area","manip","woodcut","dom_graze","fire_intens","herbiv_intens","herbiv_big","windy","fire","fire_freq","fire_last","cyclone_last","drought_last","frost_last","wind_last","earthquake_last","landslide_last","flood_last","human_b_rem","rain_era_mean","pote_era_mean","mwd_era_mean","rain_chirps_mean","burncount","burnedyears","has_fire","fire_prob","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bdod_0.5cm","bdod_15.30cm","bdod_5.15cm","cec_0.5cm","cec_15.30cm","cec_5.15cm","cfvo_0.5cm","cfvo_15.30cm","cfvo_5.15cm","clay_0.5cm","clay_15.30cm","clay_5.15cm","nitrogen_0.5cm","nitrogen_15.30cm","nitrogen_5.15cm","ocd_0.5cm","ocd_15.30cm","ocd_5.15cm","ocs_0.30cm","phh2o_0.5cm","phh2o_15.30cm","phh2o_5.15cm","sand_0.5cm","sand_15.30cm","sand_5.15cm","silt_0.5cm","silt_15.30cm","silt_5.15cm","soc_0.5cm","soc_15.30cm","soc_5.15cm","bdod_0.30cm","cec_0.30cm","cfvo_0.30cm","clay_0.30cm","nitrogen_0.30cm","ocd_0.30cm","phh2o_0.30cm","sand_0.30cm","silt_0.30cm","soc_0.30cm","wet_forest","buff_dist","stem_track","dsfs_id","has_disturb","hubau"
"MOR-01","MOR","Morro do Chapéu 01","Jon Lloyd;Tomas F Domingues;Oliver Phillips;Tiina Särkinen;Domingos Cardoso;Toby Pennington;Priscyla Rodrigues;Luciano Paganucci de Queiroz;Peter Moonlight;Débora Christina Zuanny","Rubens Manoel dos Santos;Elmar Veenendaal","BRA",-11.492583,-41.33125,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2017.178;2024.413",2017.178,2024.413,7.235,2,TRUE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.414056331,"Cardoso","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,941,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,"10/07/2022",NA,NA,NA,NA,NA,TRUE,542.4385349,-263.6079172,-308.8111285,581.3568337,0,0,FALSE,0,210,101,73,1310,275,138,137,219,196,222,190,616,117,9,74,311,32,250,38,122,131,128,192,171,174,83,117,88,240,347,256,1494,913,1403,251,129,194,39,62,62,61,575,497,573,185,156,171,210,102,136,128.5,175.5,101.6666667,298.8333333,1173.166667,171,61.66666667,535.3333333,165.8333333,131.3333333,FALSE,"0",TRUE,"Forest_GBR_MOR_1",TRUE,FALSE
"MOR-02","MOR","Morro do Chapéu 02","Jon Lloyd;Tomas F Domingues;Toby Pennington;Tiina Särkinen;Oliver Phillips;Domingos Cardoso;Priscyla Rodrigues;Luciano Paganucci de Queiroz;Peter Moonlight;Débora Christina Zuanny","Rubens Manoel dos Santos;Elmar Veenendaal","BRA",-11.495333,-41.346333,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2017.1805;2024.413",2017.1805,2024.413,7.2325,2,TRUE,98.67256637,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.553859293,"Cardoso","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,875,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,"10/07/2022",NA,NA,NA,NA,NA,FALSE,542.4385349,-263.6079172,-308.8111285,581.3568337,0,0,FALSE,0,212,102,73,1299,277,139,138,222,198,224,191,599,115,7,78,311,27,247,31,126,132,129,175,166,165,106,123,117,263,319,267,1993,1032,1596,248,137,198,41,61,61,61,551,510,558,185,172,176,195,98,166,130,167.1666667,118.1666667,292.3333333,1380.166667,175.8333333,61,532.8333333,175.5,136.8333333,FALSE,"0",TRUE,"Forest_GBR_MOR_1",TRUE,FALSE
"PAT-01","PAT","Patos 01","Jon Lloyd;Tomas F Domingues;Toby Pennington;Mário Marcos do Espírito Santo;Jarcilene de Almeida-Cortez;Jhonathan Oliveira Silva","Peter Moonlight","BRA",-7.00665,-37.39599,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,FALSE,"YYYY.DDD","2018.329;2023.378",2018.329,2023.378,5.049,2,TRUE,91.68975069,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.617935419,"EspiritoSanto","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga","Fazenda Tamanduá","Lowland","Terra Firma","Mixed forest","Grazed","Dry",NA,268,FALSE,TRUE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,463.2927501,-284.0315901,-322.6393193,756.2424788,0,0,FALSE,0,252,92,72,1250,318,191,127,260,245,265,233,781,224,2,115,563,9,229,47,138,143,141,168,179,171,108,141,120,206,276,204,1035,657,977,197,143,181,22,64,62,63,527,476,529,267,248,267,132,65,91,141.5,174.5,128.5,240.3333333,826.6666667,164.6666667,62.66666667,502.1666667,257.5,84.83333333,FALSE,"20",TRUE,"Forest_PAT_2",TRUE,FALSE
"PAT-02","PAT","Patos 02","Jon Lloyd;Tomas F Domingues;Toby Pennington;Mário Marcos do Espírito Santo;Jarcilene de Almeida-Cortez;Jhonathan Oliveira Silva","Peter Moonlight","BRA",-7.02263,-37.40344,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,FALSE,"YYYY.DDD","2018.3315;2023.381",2018.3315,2023.381,5.0495,2,TRUE,97.30538922,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.617935419,"EspiritoSanto","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga","Fazenda Tamanduá","Lowland","Terra Firma","Mixed forest","Grazed","Dry",NA,283,FALSE,TRUE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,463.2927501,-284.0315901,-322.6393193,749.1026975,0,0,FALSE,0,252,92,71,1265,319,191,128,260,245,265,233,790,225,2,116,568,9,231,48,137,142,141,205,205,204,118,142,131,211,279,217,1129,641,966,180,126,182,21,62,61,61,549,492,544,241,229,239,110,61,82,140.8333333,204.6666667,134.3333333,247,830.6666667,153.6666667,61.16666667,518.8333333,234.3333333,76.16666667,FALSE,"20",TRUE,"Forest_PAT_1",TRUE,FALSE
"QJG-01","QJG","Quijingue 01","Domingos Cardoso","Raphael Rodrigues","BRA",-10.743838,-39.246098,0.5,100,50,NA,"rectangle",5,TRUE,NA,"fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2020.888",2020.888,2020.888,0,1,FALSE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",1.19238925,"Cardoso","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Quijingue","Lowland","Terra Firma","Mixed forest",NA,"Dry",NA,298,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,"10/07/2022",NA,NA,NA,NA,NA,TRUE,503.6956636,-635.2712027,-677.2458414,480.651649,0,0,FALSE,0,242,119,71,1779,328,162,166,246,231,260,216,407,56,12,39,147,47,125,94,128,136,132,272,249,255,60,77,70,210,245,204,1499,1246,1141,231,144,180,33,67,67,67,589,558,587,201,197,209,200,119,149,133.3333333,254.8333333,71.83333333,225.5,1253.166667,170.5,67,572.8333333,201.6666667,142.5,FALSE,"20",FALSE,"Forest_QJG_1",TRUE,FALSE
"SCP-01","SCP","Serra da Capivara 01","Jon Lloyd;Tomas F Domingues;Rubens Manoel dos Santos;Priscyla Rodrigues;Mário Marcos do Espírito Santo;Jhonathan Oliveira Silva;Magna Soelma Beserra de Moura","Peter Moonlight","BRA",-8.86485,-42.70188333,0.5,100,50,NA,"rectangle",1,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2017.933;2023.419",2017.933,2023.419,5.486,2,TRUE,85.57114228,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.618908942,"EspiritoSanto","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,492,TRUE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,806.1165023,-339.2271379,-406.4035131,677.0931166,0,0,FALSE,0,257,143,78,915,344,162,182,260,243,266,243,774,148,2,84,387,13,142,13,129,135,134,138,129,131,79,79,81,192,227,203,1466,789,1147,224,118,193,30,55,55,55,650,620,644,158,153,153,198,86,119,133.6666667,131.1666667,79.66666667,213.1666667,1021.166667,160.6666667,55,633,153.8333333,115.6666667,FALSE,"0",TRUE,"Forest_SCP_1",TRUE,FALSE
"SCP-02","SCP","Serra da Capivara 02","Jon Lloyd;Tomas F Domingues;Priscyla Rodrigues;Rubens Manoel dos Santos;Mário Marcos do Espírito Santo;Jhonathan Oliveira Silva;Magna Soelma Beserra de Moura","Peter Moonlight","BRA",-8.861733333,-42.67625,0.5,100,50,NA,"rectangle",1,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2018.444;2023.586",2018.444,2023.586,5.142,2,TRUE,98.42217484,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.618908942,"EspiritoSanto","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,486,TRUE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,806.1165023,-339.2271379,-406.4035131,677.0931166,0,0,FALSE,0,259,144,78,944,347,164,183,263,244,269,244,759,147,1,84,381,11,243,11,138,141,141,150,138,143,70,93,85,190,240,187,1262,750,960,224,130,183,30,55,56,55,641,605,654,169,155,159,159,74,122,140.5,141.6666667,86.5,214,905.3333333,163.3333333,55.5,627.3333333,158.6666667,104.1666667,FALSE,"0",TRUE,"Forest_SCP_1",TRUE,FALSE
"SDA-01","SDA","Serra da Almas1","Jon Lloyd;Tomas F Domingues;Tiina Särkinen;Italo Coutinho","Elmar Veenendaal;Francoise Yoko Ishida;Peter Moonlight","BRA",-5.146778,-40.928194,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa",1.3,TRUE,"YYYY.DDD","2017.241;2022.292",2017.241,2022.292,5.051,2,TRUE,99.43117179,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.553900123,"Coutinho","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,682,TRUE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,703.6387565,-262.9146706,-321.5512336,798.9162933,0,0,FALSE,0,230,107,75,835,304,163,141,224,236,240,220,974,256,6,102,632,21,29,359,128,134,130,166,140,144,87,96,95,216,298,236,1821,1303,1202,299,162,216,34,54,54,54,650,578,633,134,124,131,238,127,118,131.6666667,145.6666667,94.16666667,263.6666667,1355.666667,202.8333333,54,608.3333333,128,142.5,FALSE,"0",TRUE,"Forest_SDA_1",TRUE,FALSE
"SDA-02","SDA","Serra da Almas2","Jon Lloyd;Tomas F Domingues;Tiina Särkinen;Italo Coutinho","Elmar Veenendaal;Francoise Yoko Ishida;Peter Moonlight","BRA",-5.141444,-40.914861,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa;Lucy Wells;Jeanderson da Silva Rocha",1.3,TRUE,"YYYY.DDD","2017.252;2022.3695",2017.252,2022.3695,5.1175,2,TRUE,99.91071429,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.56569308,"Coutinho","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,643,TRUE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,703.6387565,-262.9146706,-321.5512336,836.0541678,0,0,FALSE,0,234,107,75,845,308,167,141,228,241,245,224,942,250,5,104,617,18,26,348,128,137,131,153,140,145,103,104,101,234,297,240,1895,1018,1332,310,185,224,32,54,55,55,596,541,593,170,162,167,299,118,140,133.5,143.8333333,102.8333333,267.5,1268.833333,218.8333333,54.83333333,567.5,165,155.5,FALSE,"0",TRUE,"Forest_SDA_1",TRUE,FALSE
"SDA-03","SDA","Serra da Almas3","Jon Lloyd;Tomas F Domingues;Italo Coutinho","Francoise Yoko Ishida;Peter Moonlight;Desirée Marques Ramos;Patricia Morellato","BRA",-5.117083,-40.87319,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa",1.3,TRUE,"YYYY.DDD","2017.2615;2022.275",2017.2615,2022.275,5.0135,2,TRUE,98.99216125,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.606833696,"Coutinho","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,310,TRUE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,703.6387565,-262.9146706,-321.5512336,796.4581792,0,0,FALSE,0,258,111,76,833,334,188,146,251,264,268,248,769,215,1,111,529,6,17,283,132,138,134,157,147,145,129,131,134,210,279,214,1288,795,1013,265,148,199,29,59,58,59,586,529,580,204,191,206,164,85,99,135.6666667,148,131.6666667,245.8333333,949.8333333,184.5,58.5,555.5,198.1666667,102.8333333,FALSE,"0",TRUE,"Forest_SDA_1",TRUE,FALSE
"SET-01","SET","Serra Talhada","Jon Lloyd;Tomas F Domingues;Tiina Särkinen;Rodolfo Marcondes Silva Souza;Italo Coutinho","Elmar Veenendaal","BRA",-7.970083,-38.384917,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa;Jeanderson da Silva Rocha",1.3,TRUE,"YYYY.DDD","2017.211;2022.4165",2017.211,2022.4165,5.2055,2,TRUE,99.34924078,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.768336356,"Coutinho","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"all_studies","DryForest","Caatinga",NA,"Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.5379407,-264.3045204,-306.5160155,715.4329763,0,0,FALSE,0,236,101,67,1675,311,162,149,247,229,253,211,735,177,5,86,424,27,176,60,135,138,136,186,178,178,64,67,65,182,260,186,1093,815,1303,191,132,179,23,61,60,61,535,481,532,283,259,282,134,77,113,136.8333333,179.3333333,65.83333333,222.3333333,1024,157.5,60.5,507,270.6666667,98.5,FALSE,"10",TRUE,"Forest_SET_1",FALSE,FALSE
"TCU-01","TCU","Tucano 01","Domingos Cardoso;Débora Christina Zuanny;Peter Moonlight","Raphael Rodrigues;Moabe Ferreira Fernandes","BRA",-10.95071,-38.809541,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2019.8135;2024.413",2019.8135,2024.413,4.5995,2,TRUE,99.91134752,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.931105494,"Cardoso","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga",NA,"Lowland","White sand","Mixed forest","Grazed","Dry",NA,225,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,"10/07/2022",NA,NA,NA,NA,NA,TRUE,507.8697684,-200.7521851,-243.0746658,385.4475067,0,0,FALSE,0,244,119,73,1679,326,163,163,249,232,261,219,643,85,19,38,240,79,169,160,134,140,137,221,207,205,65,86,76,200,230,204,1729,866,1154,238,148,185,31,64,66,64,579,556,576,221,214,221,211,113,121,138,208.6666667,79.16666667,216.3333333,1105.833333,175.3333333,65,566.5,217.5,132,FALSE,"20",TRUE,"Forest_TCU_1",TRUE,FALSE
"TCU-02","TCU","Tucano 02","Domingos Cardoso;Peter Moonlight;Débora Christina Zuanny","Raphael Rodrigues;Moabe Ferreira Fernandes","BRA",-11.09936,-38.69572,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Gabriela de Araujo Silva",1.3,TRUE,"YYYY.DDD","2020.16;2024.068",2020.16,2024.068,3.908,2,TRUE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.793890119,"Cardoso","Forest","Arid_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga",NA,"Lowland","White sand","Mixed forest","Grazed","Dry",NA,225,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,NA,NA,NA,"10/07/2022",NA,NA,NA,NA,NA,TRUE,477.9326044,-204.9010127,-244.7287297,664.6859551,0,0,FALSE,0,244,117,73,1638,325,165,160,235,234,260,219,795,113,26,38,302,110,196,216,131,136,134,213,194,195,85,100,86,234,281,229,2525,942,1183,258,148,193,33,61,62,62,527,485,534,239,233,237,375,139,193,134.5,197.5,92.83333333,255.8333333,1286.166667,181.3333333,61.83333333,508.3333333,235.3333333,196.3333333,FALSE,"0",TRUE,"Forest_TCU_1",TRUE,FALSE
