"plot_id","dataset_id","plot_name","prinv","other_authors","country_iso3","latitude","longitude","plot_area","plot_length","plot_width","plot_radius","plot_shape","min_diam_thresh","tree_diff","network","dat_source","continent","precise_loc","other_people","default_pom","has_mode","date_res","all_dates","min_census","max_census","census_period","n_census","multi_census","per_height","has_height_ge50per","wd_region","region","teow_ecoregion","teow_biome","teow_biome_short","tdwg_l2","chaveE","kyle_prinv_group","kyle_veg_broad","kyle_veg_class","kyle_veg_narrow","kyle_veg_group","kyle_data_use_group_notes","kyle_data_use_group","kyle_veg_fs","fp_biogeographical_region","fp_plot_area_location","fp_forest_elevation","fp_forest_edaphic_type","fp_forest_composition","fp_forest_status","fp_forest_moisture","fp_plot_id","elev_srtm","prot_area","manip","woodcut","dom_graze","fire_intens","herbiv_intens","herbiv_big","windy","fire","fire_freq","fire_last","cyclone_last","drought_last","frost_last","wind_last","earthquake_last","landslide_last","flood_last","human_b_rem","rain_era_mean","pote_era_mean","mwd_era_mean","rain_chirps_mean","burncount","burnedyears","has_fire","fire_prob","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bdod_0.5cm","bdod_15.30cm","bdod_5.15cm","cec_0.5cm","cec_15.30cm","cec_5.15cm","cfvo_0.5cm","cfvo_15.30cm","cfvo_5.15cm","clay_0.5cm","clay_15.30cm","clay_5.15cm","nitrogen_0.5cm","nitrogen_15.30cm","nitrogen_5.15cm","ocd_0.5cm","ocd_15.30cm","ocd_5.15cm","ocs_0.30cm","phh2o_0.5cm","phh2o_15.30cm","phh2o_5.15cm","sand_0.5cm","sand_15.30cm","sand_5.15cm","silt_0.5cm","silt_15.30cm","silt_5.15cm","soc_0.5cm","soc_15.30cm","soc_5.15cm","bdod_0.30cm","cec_0.30cm","cfvo_0.30cm","clay_0.30cm","nitrogen_0.30cm","ocd_0.30cm","phh2o_0.30cm","sand_0.30cm","silt_0.30cm","soc_0.30cm","wet_forest","buff_dist","stem_track","dsfs_id","has_disturb","hubau"
"BAU-02","BAU","SECO_B","Renato Soares Vanderlei;Kyle G. Dexter","Mauro Guida dos Santos","BRA",-8.55,-37.24,0.98,100,98.85,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2023.53",2023.53,2023.53,0,1,FALSE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.646107137,"Vanderlei","Forest","Dry_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Catimbau National Park","Premontane","White sand","Thicket","Mixed: Old-growth and Logged","Dry",NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"1",FALSE,"Forest_BAU_1",FALSE,FALSE
"BAU-01","BAU","SECO_A","Kyle G. Dexter;Renato Soares Vanderlei","Mauro Guida dos Santos","BRA",-8.48,-37.34,1,102,100,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2023.47",2023.47,2023.47,0,1,FALSE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.918658555,"Vanderlei","Forest","Dry_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Catimbau National Park","Premontane","White sand","Thicket","Mixed: Logged and Grazed","Dry",NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Forest_BAU_1",FALSE,FALSE
"BAU-03","BAU","SECO_C","Renato Soares Vanderlei;Kyle G. Dexter","Mauro Guida dos Santos","BRA",-8.48,-37.34,1,99,101,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2023.549",2023.549,2023.549,0,1,FALSE,100,TRUE,"Neotropics","Tropical Americas","Caatinga","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.918658555,"Vanderlei","Forest","Dry_forest","Caatinga","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Catimbau National Park","Premontane","Brown sand","Thicket","Mixed: Old-growth and Logged","Dry",NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Forest_BAU_1",FALSE,FALSE
"PNP-03","PNP","Peruaçu Dolina dos Macacos","Rubens Manoel dos Santos","Camila Laís Farrapo","BRA",-15.12,-44.24,1,10,10,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2022.3395",2022.3395,2022.3395,0,1,FALSE,53.515625,TRUE,"Neotropics","Tropical Americas","Brazilian Atlantic dry forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.330071777,"RubensSantos","Forest","Arid_forest","Caatinga_arborea","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Januária","Lower-Montane","Terra Firma","Mixed forest","Secondary forest, age unknown","Dry",NA,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Forest_BAH_BON_CJU_DEC_JIB_LCJ_PNP_SER_1",FALSE,FALSE
"PNP-04","PNP","Peruacu Cerrado","Rubens Manoel dos Santos","Camila Laís Farrapo","BRA",-15.14,-44.29,1,10,10,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2022.3465",2022.3465,2022.3465,0,1,FALSE,98.06378132,TRUE,"Neotropics","Tropical Americas","Brazilian Atlantic dry forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.324448764,"RubensSantos","Forest","Arid_forest","Caatinga_arborea","Caatinga_DryForest",NA,"biomass","DryForest","Cerrado","Januáia","Lower-Montane","Terra Firma","Savanna","Secondary forest, older (25-49yr)","Dry",NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Forest_BAH_BON_CJU_DEC_JIB_LCJ_PNP_SER_1",FALSE,FALSE
"PNP-05","PNP","Peruaçu Torres","Rubens Manoel dos Santos","Camila Laís Farrapo","BRA",-15.1,-44.23,1,10,10,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2022.3575",2022.3575,2022.3575,0,1,FALSE,79.13385827,TRUE,"Neotropics","Tropical Americas","Brazilian Atlantic dry forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.330071777,"RubensSantos","Forest","Arid_forest","Caatinga_arborea","Caatinga_DryForest",NA,"biomass","DryForest","Caatinga","Januária","Lower-Montane","Terra Firma","Mixed forest","Secondary forest, age unknown","Dry",NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Forest_BAH_BON_CJU_DEC_JIB_LCJ_PNP_SER_1",FALSE,FALSE
"CIP-21","CIP","Parcela 1","Danilo Rafael Mesquita Neves;Ana Paula Mota Fonseca;Yuri Fernandes Gouvea",NA,"BRA",19.35,43.61,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,FALSE,"YYYY.DDD","2023.111",2023.111,2023.111,0,1,FALSE,7.949125596,FALSE,"Neotropics","Tropical Americas","Red Sea-Arabian Desert shrublands","Deserts & Xeric Shrublands","Xeric shrub","Arabian Peninsula",1.971886992,"Neves","Forest","Dry_forest","Cerrado_TDF","Cerrado_DryForest",NA,"biomass","DryForest","Cerrado","Parque Nacional da Serra do Cipo, Cerrado tipico",NA,NA,"Savanna","Mixed: Old-growth and Burned","Dry",NA,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,">100",FALSE,"Forest_CIP_1",FALSE,FALSE
"CIP-22","CIP","Parcela 2","Danilo Rafael Mesquita Neves;Yuri Fernandes Gouvea;Ana Paula Mota Fonseca",NA,"BRA",19.37,43.6,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,FALSE,"YYYY.DDD","2023.118",2023.118,2023.118,0,1,FALSE,3.822152886,FALSE,"Neotropics","Tropical Americas","Red Sea-Arabian Desert shrublands","Deserts & Xeric Shrublands","Xeric shrub","Arabian Peninsula",1.971886992,"Neves","Forest","Dry_forest","Cerrado_TDF","Cerrado_DryForest",NA,"biomass","DryForest","Cerrado","Parque Nacional da Serra do Cipó",NA,NA,"Savanna","Mixed: Old-growth and Burned","Dry",NA,1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,">100",FALSE,"Forest_CIP_1",FALSE,FALSE
"CIP-23","CIP","Parcela 3","Danilo Rafael Mesquita Neves;Ana Paula Mota Fonseca;Yuri Fernandes Gouvea",NA,"BRA",19.37,43.62,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,FALSE,"YYYY.DDD","2023.122",2023.122,2023.122,0,1,FALSE,10.18711019,FALSE,"Neotropics","Tropical Americas","Red Sea-Arabian Desert shrublands","Deserts & Xeric Shrublands","Xeric shrub","Arabian Peninsula",1.971886992,"Neves","Forest","Dry_forest","Cerrado_TDF","Cerrado_DryForest",NA,"biomass","DryForest","Cerrado","Parque Nacional da Serra do Cipo, Cerrado rupicola",NA,NA,"Savanna","Mixed: Old-growth and Burned","Dry",NA,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,">100",FALSE,"Forest_CIP_1",FALSE,FALSE
"PSC-01","PSC","Parque Sete Cidades1","Jon Lloyd;Tomas F Domingues;Italo Coutinho","Tony de Sousa Oliveira;Peter Moonlight;Oliver Phillips","BRA",-4.138015425,-41.71904868,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Alberto Jorge Farias Castro;Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa;Jeanderson da Silva Rocha",1.3,TRUE,"YYYY.DDD","2017.2765;2023.5395",2017.2765,2023.5395,6.263,2,TRUE,92.48730964,TRUE,"Neotropics","Tropical Americas","Maranhão Babaçu forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.373019248,"Coutinho","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Caatinga","Parque Nacional de 7 Cidades","Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.334223,-292.4767351,-392.9212538,1465.496858,0,0,FALSE,0,261,117,75,830,343,188,155,255,268,272,253,1426,348,8,99,894,36,121,506,126,133,128,123,108,113,147,160,151,276,298,241,1693,808,1009,248,171,201,31,54,54,54,514,495,539,210,207,219,273,117,114,130.1666667,112.1666667,154.8333333,275.3333333,1022.5,193.8333333,54,512.8333333,211.5,142,FALSE,"0",TRUE,"Savanna_CID_PSC_1",FALSE,FALSE
"PSC-02","PSC","Parque Sete Cidades2","Jon Lloyd;Tomas F Domingues;Italo Coutinho","Tony de Sousa Oliveira;Oliver Phillips","BRA",-4.1338549,-41.68391425,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Peter Moonlight;Alberto Jorge Farias Castro;Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa;Jeanderson da Silva Rocha",1.3,TRUE,"YYYY.DDD","2017.282;2023.555",2017.282,2023.555,6.273,2,TRUE,99.83164983,TRUE,"Neotropics","Tropical Americas","Maranhão Babaçu forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.384586245,"Coutinho","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"all_studies","Savanna","Caatinga","Parque Nacional de 7 Cidades","Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.334223,-292.4767351,-392.9212538,1465.496858,0,0,FALSE,0,261,117,75,807,342,187,155,254,267,271,252,1387,340,7,100,874,33,116,494,120,129,124,120,105,112,141,158,144,271,280,232,2412,928,1087,239,169,199,31,53,53,53,539,530,568,190,190,199,352,102,126,125.8333333,109.8333333,150.5,262.5,1228.333333,190.6666667,53,544.1666667,193,151.6666667,FALSE,"0",TRUE,"Savanna_CID_PSC_1",FALSE,FALSE
"PSC-03","PSC","Parque Sete Cidades3","Jon Lloyd;Tomas F Domingues;Italo Coutinho","Tony de Sousa Oliveira;Peter Moonlight;Oliver Phillips","BRA",-4.145622589,-41.7053441,0.5,100,50,NA,"rectangle",5,TRUE,"Nordeste","fp","South America",TRUE,"Alberto Jorge Farias Castro;Antonia Mirelle Marques Lopes;Isabelle Santiago Carneiro da Costa;Jeanderson da Silva Rocha",1.3,TRUE,"YYYY.DDD","2017.2905;2023.548",2017.2905,2023.548,6.2575,2,TRUE,99.42363112,TRUE,"Neotropics","Tropical Americas","Maranhão Babaçu forests","Tropical & Subtropical Dry Broadleaf Forests","Dry forest","Brazil",0.384586245,"Coutinho","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Caatinga","Parque Nacional de 7 Cidades","Lowland","Terra Firma","Mixed forest","Old-growth","Dry",NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.334223,-292.4767351,-392.9212538,1465.496858,0,0,FALSE,0,262,117,75,817,343,188,155,255,268,273,253,1406,345,7,100,886,33,53,499,122,131,127,125,109,112,157,164,149,289,294,270,2013,849,1178,256,178,187,31,53,53,53,508,510,525,202,197,206,282,97,124,128.1666667,112.6666667,157.8333333,285.1666667,1152.666667,194,53,514.6666667,200.8333333,136.8333333,FALSE,"0",TRUE,"Savanna_CID_PSC_1",FALSE,FALSE
"CRV-01","CRV","Curvelo Cerrado","Rubens Manoel dos Santos","Camila Laís Farrapo;Renata Françoso","BRA",-18.63,-44.44,1,20,20,NA,"rectangle",5,TRUE,NA,"fp","South America",FALSE,NA,1.3,TRUE,"YYYY.DDD","2023.544",2023.544,2023.544,0,1,FALSE,99.87080103,TRUE,"Neotropics","Tropical Americas","Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Brazil",0.241685584,"RubensSantos","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Cerrado","Curvelo","Lowland","Terra Firma","Savanna","Secondary forest, age unknown","Dry",NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"0",FALSE,"Savanna_CRV_1",FALSE,FALSE
"ITP-01","ITP","Itirapina","Patricia Morellato;Renata Françoso;Camila Laís Farrapo","Casey Ryan;Peter Moonlight;Kyle G. Dexter;Matheus Santos Martins","BRA",-22.226978,-47.88235,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2022.4985",2022.4985,2022.4985,0,1,FALSE,95.12195122,TRUE,"Neotropics","Tropical Americas","Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Brazil",0.155440822,"Françoso","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Cerrado","Itirapina",NA,"Terra Firma","Savanna",NA,"Dry",NA,733,TRUE,FALSE,TRUE,FALSE,1,0,FALSE,FALSE,TRUE,NA,"25/09/2021",NA,"10/09/2022","15/07/2021",NA,NA,NA,NA,TRUE,1643.364207,-188.4609498,-325.407967,1444.600832,2,2,TRUE,0.090909091,199,111,62,2215,277,100,177,222,168,223,168,1363,256,24,70,685,87,622,110,131,132,131,100,83,94,45,49,46,355,418,384,1836,1136,1497,294,176,216,43,53,53,52,472,414,445,174,168,172,219,110,155,131.5,89.5,47.33333333,396.1666667,1373,209,52.66666667,434,170.3333333,143.1666667,FALSE,"20",FALSE,"Savanna_ITP_1",TRUE,FALSE
"ITP-02","ITP","Itirapina","Patricia Morellato;Renata Françoso","Casey Ryan;Peter Moonlight;Matheus Santos Martins;Kyle G. Dexter","BRA",-22.213359,-47.896304,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2022.4985",2022.4985,2022.4985,0,1,FALSE,86.29943503,TRUE,"Neotropics","Tropical Americas","Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Brazil",0.155440822,"Françoso","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Cerrado","Itirapina",NA,"Terra Firma","Savanna",NA,"Dry",NA,736,TRUE,FALSE,TRUE,FALSE,1,0,FALSE,FALSE,TRUE,2,"20/09/2021",NA,"15/07/2021","20/09/2021",NA,NA,NA,NA,TRUE,1643.364207,-188.4609498,-325.407967,1444.600832,2,2,TRUE,0.090909091,198,111,63,2186,276,101,175,221,167,221,167,1371,256,25,70,687,88,623,112,125,127,126,94,63,79,24,32,25,367,418,371,1738,1187,1334,279,159,204,38,53,52,52,491,445,485,142,137,144,218,122,157,126.3333333,73.5,28.33333333,393.8333333,1327.833333,194,52.16666667,466,140.1666667,149.6666667,FALSE,"20",FALSE,"Savanna_ITP_1",TRUE,FALSE
"ITP-03","ITP","Itirapina","Patricia Morellato;Renata Françoso","Casey Ryan;Matheus Santos Martins;Kyle G. Dexter","BRA",-22.179011,-47.871203,1,100,100,NA,"rectangle",5,TRUE,NA,"fp","South America",TRUE,NA,1.3,TRUE,"YYYY.DDD","2022.4985",2022.4985,2022.4985,0,1,FALSE,97.07470747,TRUE,"Neotropics","Tropical Americas","Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Brazil",0.146364823,"Françoso","Savanna","Mesic_savanna","Cerrado","Cerrado_Savanna",NA,"biomass","Savanna","Cerrado","Itirapina",NA,"Terra Firma","Mixed forest","Secondary forest, maturing (>50yr)","Dry",NA,779,FALSE,TRUE,TRUE,FALSE,1,0,FALSE,FALSE,TRUE,10,"20/09/2021",NA,"15/09/2022","15/07/2021",NA,NA,NA,NA,TRUE,1643.364207,-188.4609498,-325.407967,1453.743003,1,1,TRUE,0.045454545,196,109,63,2089,273,102,171,218,168,219,166,1385,257,25,70,692,89,626,112,118,123,120,129,74,101,41,38,42,356,397,375,1965,1268,1399,347,196,262,51,54,53,53,518,488,500,126,115,126,259,160,186,121.1666667,92.16666667,39.83333333,382.8333333,1427.833333,243.1666667,53.16666667,497,120.5,185.1666667,FALSE,"10",FALSE,"Savanna_ITP_1",TRUE,FALSE
